work_year,ExperienceLevel,EmploymentType,JobTitle,Salary,SalaryCurrency,SalaryInUsd,EmployeeResidence,RemoteRatio,CompanyLocation,CompanySize
2023,SE,FT,48,317070,USD,317070,US,0,US,M
2023,SE,FT,48,170730,USD,170730,US,0,US,M
2023,SE,FT,34,128000,USD,128000,US,0,US,M
2023,SE,FT,34,81500,USD,81500,US,0,US,M
2023,EN,FT,18,20000,EUR,21461,ES,0,ES,M
2023,SE,FT,2,108000,USD,108000,UA,0,UA,M
2023,SE,FT,2,60000,USD,60000,UA,0,UA,M
2023,MI,FT,79,134000,USD,134000,US,100,US,M
2023,MI,FT,79,124000,USD,124000,US,100,US,M
2023,SE,FT,34,171250,USD,171250,US,0,US,M
2023,SE,FT,34,113750,USD,113750,US,0,US,M
2023,SE,FT,34,165000,USD,165000,US,0,US,M
2023,SE,FT,34,132300,USD,132300,US,0,US,M
2023,SE,FT,48,225000,USD,225000,US,0,US,M
2023,SE,FT,48,175000,USD,175000,US,0,US,M
2023,SE,FT,34,230000,USD,230000,US,0,US,M
2023,SE,FT,34,124500,USD,124500,US,0,US,M
2023,SE,FT,68,247500,USD,247500,US,0,US,M
2023,SE,FT,68,172200,USD,172200,US,0,US,M
2023,SE,FT,26,175000,USD,175000,US,0,US,M
2023,SE,FT,26,145000,USD,145000,US,0,US,M
2023,SE,FT,26,148700,USD,148700,US,0,US,M
2023,SE,FT,26,125600,USD,125600,US,0,US,M
2023,SE,FT,34,145000,USD,145000,US,0,US,M
2023,SE,FT,34,115000,USD,115000,US,0,US,M
2023,SE,FT,90,200000,USD,200000,US,0,US,M
2023,SE,FT,90,150000,USD,150000,US,0,US,M
2023,EN,FT,89,160000,USD,160000,US,0,US,M
2023,EN,FT,89,120000,USD,120000,US,0,US,M
2023,SE,FT,26,185000,USD,185000,US,100,US,M
2023,SE,FT,26,120250,USD,120250,US,100,US,M
2023,SE,FT,48,275300,USD,275300,US,100,US,M
2023,SE,FT,48,183000,USD,183000,US,100,US,M
2023,SE,FT,32,170000,USD,170000,US,100,US,M
2023,SE,FT,32,125000,USD,125000,US,100,US,M
2023,MI,FT,32,167500,USD,167500,US,0,US,M
2023,MI,FT,32,106500,USD,106500,US,0,US,M
2023,SE,FT,90,250000,USD,250000,US,0,US,M
2023,SE,FT,90,200000,USD,200000,US,0,US,M
2023,MI,FT,68,135000,USD,135000,US,50,US,L
2023,SE,FT,4,1500000,ILS,423834,IL,0,IL,L
2023,SE,FT,68,216000,USD,216000,US,100,US,M
2023,SE,FT,68,184000,USD,184000,US,100,US,M
2023,SE,FT,34,180000,USD,180000,US,100,US,M
2023,SE,FT,34,165000,USD,165000,US,100,US,M
2023,SE,FT,48,185900,USD,185900,US,0,US,M
2023,SE,FT,48,129300,USD,129300,US,0,US,M
2023,SE,FT,34,145000,USD,145000,US,0,US,M
2023,SE,FT,34,120000,USD,120000,US,0,US,M
2023,MI,FT,34,143865,USD,143865,US,0,US,M
2023,MI,FT,34,115092,USD,115092,US,0,US,M
2023,MI,FT,68,130000,USD,130000,US,0,US,M
2023,MI,FT,68,90000,USD,90000,US,0,US,M
2023,SE,FT,48,173000,USD,173000,US,100,US,M
2023,SE,FT,48,132000,USD,132000,US,100,US,M
2023,SE,FT,26,208049,USD,208049,US,0,US,M
2023,SE,FT,26,128500,USD,128500,US,0,US,M
2023,SE,FT,5,179820,USD,179820,US,0,US,M
2023,SE,FT,5,143860,USD,143860,US,0,US,M
2023,SE,FT,34,167500,USD,167500,US,0,US,M
2023,SE,FT,34,106500,USD,106500,US,0,US,M
2023,SE,FT,48,275300,USD,275300,US,100,US,M
2023,SE,FT,48,183500,USD,183500,US,100,US,M
2023,MI,FT,34,149600,USD,149600,US,0,US,M
2023,MI,FT,34,102000,USD,102000,US,0,US,M
2023,EX,FT,48,145000,USD,145000,US,0,US,M
2023,EX,FT,48,100000,USD,100000,US,0,US,M
2023,SE,FT,26,190000,USD,190000,US,100,US,M
2023,SE,FT,26,95000,USD,95000,US,100,US,M
2023,SE,FT,26,153600,USD,153600,US,0,US,M
2023,SE,FT,26,106800,USD,106800,US,0,US,M
2023,MI,FT,48,90000,EUR,96578,IE,0,IE,M
2023,MI,FT,48,75000,EUR,80481,IE,0,IE,M
2023,MI,FT,26,128000,USD,128000,US,0,US,M
2023,MI,FT,26,85000,USD,85000,US,0,US,M
2023,MI,FT,34,151000,USD,151000,US,0,US,M
2023,MI,FT,34,140000,USD,140000,US,0,US,M
2023,SE,FT,48,275300,USD,275300,US,100,US,M
2023,SE,FT,48,183500,USD,183500,US,100,US,M
2023,SE,FT,73,220000,USD,220000,US,0,US,M
2023,SE,FT,73,170000,USD,170000,US,0,US,M
2023,SE,FT,26,135000,USD,135000,US,0,US,M
2023,SE,FT,26,105500,USD,105500,US,0,US,M
2023,SE,FT,26,100000,USD,100000,US,100,US,M
2023,SE,FT,26,80000,USD,80000,US,100,US,M
2023,EN,FT,10,7000,USD,7000,GH,0,GH,S
2023,EN,FT,8,40000,EUR,42923,DE,50,DE,M
2023,SE,FT,34,160000,USD,160000,CA,100,CA,M
2023,SE,FT,34,145000,USD,145000,CA,100,CA,M
2023,MI,FT,26,154000,USD,154000,US,0,US,M
2023,MI,FT,26,143000,USD,143000,US,0,US,M
2023,MI,FT,48,65000,GBP,78990,GB,0,GB,M
2023,MI,FT,48,42000,GBP,51039,GB,0,GB,M
2023,EN,FT,48,190000,USD,190000,US,0,US,M
2023,EN,FT,48,120000,USD,120000,US,0,US,M
2023,MI,FT,48,70000,GBP,85066,GB,0,GB,M
2023,MI,FT,48,42000,GBP,51039,GB,0,GB,M
2023,MI,FT,48,90000,GBP,109371,GB,0,GB,M
2023,MI,FT,48,60000,GBP,72914,GB,0,GB,M
2023,SE,FT,34,150000,USD,150000,US,0,US,M
2023,SE,FT,34,111000,USD,111000,US,0,US,M
2023,EX,FT,34,265000,USD,265000,US,0,US,M
2023,EX,FT,34,235000,USD,235000,US,0,US,M
2023,EN,FT,48,112000,CHF,121093,CH,50,CH,L
2022,MI,FT,48,70000,EUR,73546,DE,100,DE,M
2023,SE,FT,34,160000,USD,160000,US,100,US,M
2023,SE,FT,34,130000,USD,130000,US,100,US,M
2023,MI,FT,34,75000,USD,75000,US,100,US,M
2023,MI,FT,34,60400,USD,60400,US,100,US,M
2023,EN,FT,26,85000,USD,85000,US,100,US,M
2023,EN,FT,26,75000,USD,75000,US,100,US,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,EN,FT,34,92700,USD,92700,US,100,US,M
2023,EN,FT,34,61800,USD,61800,US,100,US,M
2022,SE,FT,65,164000,EUR,172309,IE,100,IE,L
2023,MI,FT,48,56000,EUR,60093,AT,100,DE,M
2023,MI,FT,26,83500,USD,83500,US,100,US,M
2023,MI,FT,26,52500,USD,52500,US,100,US,M
2023,SE,FT,48,201036,USD,201036,US,0,US,M
2023,SE,FT,48,134024,USD,134024,US,0,US,M
2023,SE,FT,26,165000,USD,165000,US,100,US,M
2023,SE,FT,26,140000,USD,140000,US,100,US,M
2023,EN,FT,34,62000,USD,62000,US,100,US,M
2023,EN,FT,34,58000,USD,58000,US,100,US,M
2023,SE,FT,48,172000,USD,172000,US,0,US,M
2023,SE,FT,48,115000,USD,115000,US,0,US,M
2023,EN,FT,34,125000,USD,125000,US,0,US,M
2023,EN,FT,34,90000,USD,90000,US,0,US,M
2023,SE,FT,34,163800,USD,163800,US,0,US,M
2023,SE,FT,34,126000,USD,126000,US,0,US,M
2023,SE,FT,48,237000,USD,237000,US,100,US,M
2023,SE,FT,48,145000,USD,145000,US,100,US,M
2023,MI,FT,34,90000,USD,90000,US,100,US,M
2023,MI,FT,34,90000,USD,90000,US,100,US,M
2023,SE,FT,34,139500,USD,139500,US,0,US,M
2023,SE,FT,34,109400,USD,109400,US,0,US,M
2023,SE,FT,48,258000,USD,258000,CA,0,CA,M
2023,SE,FT,48,190000,USD,190000,CA,0,CA,M
2023,MI,FT,34,145000,USD,145000,US,0,US,M
2023,MI,FT,34,120000,USD,120000,US,0,US,M
2023,SE,FT,34,205600,USD,205600,US,0,US,L
2023,SE,FT,34,105700,USD,105700,US,0,US,L
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,SE,FT,48,239748,USD,239748,US,0,US,M
2023,SE,FT,48,159832,USD,159832,US,0,US,M
2023,SE,FT,48,186300,USD,186300,US,100,US,M
2023,SE,FT,48,102500,USD,102500,US,100,US,M
2023,SE,FT,34,165000,USD,165000,US,0,US,M
2023,SE,FT,34,132300,USD,132300,US,0,US,M
2023,SE,FT,48,190000,USD,190000,US,0,US,M
2023,SE,FT,48,126000,USD,126000,US,0,US,M
2023,SE,FT,32,149040,USD,149040,US,100,US,M
2023,SE,FT,32,113900,USD,113900,US,100,US,M
2023,SE,FT,34,153600,USD,153600,US,100,US,M
2023,SE,FT,34,106800,USD,106800,US,100,US,M
2023,SE,FT,34,172600,USD,172600,US,100,US,M
2023,SE,FT,34,107900,USD,107900,US,100,US,M
2023,SE,FT,26,180180,USD,180180,US,0,US,M
2023,SE,FT,26,106020,USD,106020,US,0,US,M
2023,SE,FT,32,376080,USD,376080,US,100,US,M
2023,SE,FT,32,213120,USD,213120,US,100,US,M
2023,SE,FT,26,153600,USD,153600,US,0,US,M
2023,SE,FT,26,100500,USD,100500,US,0,US,M
2023,SE,FT,26,206500,USD,206500,US,100,US,M
2023,SE,FT,26,121600,USD,121600,US,100,US,M
2023,SE,FT,34,260000,USD,260000,US,0,US,M
2023,SE,FT,34,225000,USD,225000,US,0,US,M
2023,EX,FT,34,194500,USD,194500,US,0,US,M
2023,EX,FT,34,115500,USD,115500,US,0,US,M
2023,SE,FT,22,170000,USD,170000,US,100,US,L
2023,SE,FT,8,90000,USD,90000,US,100,US,L
2023,EN,FT,26,95000,USD,95000,US,100,US,M
2023,EN,FT,26,70000,USD,70000,US,100,US,M
2023,SE,FT,34,275000,USD,275000,US,0,US,M
2023,SE,FT,34,160000,USD,160000,US,0,US,M
2023,SE,FT,26,115934,USD,115934,US,100,US,M
2023,SE,FT,26,81666,USD,81666,US,100,US,M
2023,SE,FT,48,175000,USD,175000,US,0,US,M
2023,SE,FT,48,120000,USD,120000,US,0,US,M
2023,SE,FT,68,150000,USD,150000,US,100,US,M
2023,SE,FT,68,120000,USD,120000,US,100,US,M
2023,SE,FT,89,200000,USD,200000,US,0,US,M
2023,SE,FT,89,175000,USD,175000,US,0,US,M
2023,MI,FT,26,206000,USD,206000,US,0,US,M
2023,MI,FT,26,130000,USD,130000,US,0,US,M
2023,SE,FT,32,138000,USD,138000,GB,100,GB,M
2023,SE,FT,32,92000,USD,92000,GB,100,GB,M
2023,SE,FT,38,65000,USD,65000,CO,0,CO,M
2023,SE,FT,38,48000,USD,48000,CO,0,CO,M
2023,SE,FT,26,110000,USD,110000,US,100,US,M
2023,SE,FT,26,75000,USD,75000,US,100,US,M
2023,SE,FT,5,130000,USD,130000,US,0,US,M
2023,SE,FT,5,87000,USD,87000,US,0,US,M
2023,MI,FT,26,160000,USD,160000,US,0,US,M
2023,MI,FT,26,112000,USD,112000,US,0,US,M
2023,MI,FT,34,162500,USD,162500,US,0,US,M
2023,MI,FT,34,130000,USD,130000,US,0,US,M
2023,SE,FT,46,299500,USD,299500,US,0,US,M
2023,SE,FT,46,245100,USD,245100,US,0,US,M
2023,MI,FT,48,145000,USD,145000,US,0,US,M
2023,MI,FT,48,100000,USD,100000,US,0,US,M
2023,SE,FT,34,147100,USD,147100,US,0,US,M
2023,SE,FT,34,90700,USD,90700,US,0,US,M
2023,EN,FT,34,115100,USD,115100,US,0,US,M
2023,EN,FT,34,73900,USD,73900,US,0,US,M
2023,SE,FT,34,168400,USD,168400,US,0,US,M
2023,SE,FT,34,105200,USD,105200,US,0,US,M
2023,SE,FT,48,210000,USD,210000,US,0,US,M
2023,SE,FT,48,160000,USD,160000,US,0,US,M
2023,MI,FT,48,145000,USD,145000,US,0,US,M
2023,MI,FT,48,100000,USD,100000,US,0,US,M
2023,SE,FT,9,222200,USD,222200,US,0,US,L
2023,SE,FT,9,136000,USD,136000,US,0,US,L
2023,MI,FT,26,100000,USD,100000,US,0,US,M
2023,MI,FT,26,85000,USD,85000,US,0,US,M
2023,MI,FT,34,70000,GBP,85066,GB,100,GB,M
2023,MI,FT,34,47500,GBP,57723,GB,100,GB,M
2023,EX,FT,48,200000,USD,200000,US,0,US,M
2023,EX,FT,48,145000,USD,145000,US,0,US,M
2023,MI,FT,34,140000,USD,140000,US,0,US,M
2023,MI,FT,34,95000,USD,95000,US,0,US,M
2023,SE,FT,26,185000,USD,185000,US,100,US,M
2023,SE,FT,26,120250,USD,120250,US,100,US,M
2023,MI,FT,58,130000,USD,130000,US,100,US,L
2023,SE,FT,48,205000,USD,205000,US,0,US,M
2023,SE,FT,48,140000,USD,140000,US,0,US,M
2023,SE,FT,48,297300,USD,297300,US,100,US,M
2023,SE,FT,48,198200,USD,198200,US,100,US,M
2023,SE,FT,90,141288,USD,141288,US,0,US,M
2023,SE,FT,90,94192,USD,94192,US,0,US,M
2023,SE,FT,35,184000,USD,184000,US,100,US,M
2023,SE,FT,35,143000,USD,143000,US,100,US,M
2023,SE,FT,26,70000,USD,70000,US,0,US,M
2023,SE,FT,26,55000,USD,55000,US,0,US,M
2023,SE,FT,5,275300,USD,275300,US,100,US,M
2023,SE,FT,5,183500,USD,183500,US,100,US,M
2023,MI,FT,26,75000,USD,75000,US,100,US,M
2023,MI,FT,26,65000,USD,65000,US,100,US,M
2023,MI,FT,78,160000,USD,160000,US,0,US,M
2023,MI,FT,78,147000,USD,147000,US,0,US,M
2023,SE,FT,32,149040,USD,149040,US,100,US,M
2023,SE,FT,32,113900,USD,113900,US,100,US,M
2023,MI,FT,91,100000,SGD,75020,SG,100,SG,L
2023,SE,FT,26,180180,USD,180180,US,0,US,M
2023,SE,FT,26,106020,USD,106020,US,0,US,M
2023,MI,FT,48,1400000,INR,17022,IN,100,IN,L
2023,EN,FT,3,70000,USD,70000,IN,0,AU,L
2023,EN,FT,2,80000,USD,80000,SE,50,SE,M
2023,MI,FT,63,1500000,INR,18238,IN,50,IN,L
2023,MI,FT,68,250000,USD,250000,US,0,US,M
2023,MI,FT,68,150000,USD,150000,US,0,US,M
2023,SE,FT,34,139500,USD,139500,US,0,US,M
2023,SE,FT,34,109400,USD,109400,US,0,US,M
2023,SE,FT,48,105000,USD,105000,US,0,US,M
2023,SE,FT,48,70000,USD,70000,US,0,US,M
2023,EX,FT,34,210914,USD,210914,US,100,US,M
2023,EX,FT,34,116704,USD,116704,US,100,US,M
2023,EN,FT,90,150000,USD,150000,US,0,US,M
2023,EN,FT,90,100000,USD,100000,US,0,US,M
2023,SE,FT,34,146000,USD,146000,US,0,US,M
2023,SE,FT,34,75000,USD,75000,US,0,US,M
2023,EN,FT,26,75000,USD,75000,US,100,US,M
2023,EN,FT,26,60000,USD,60000,US,100,US,M
2023,MI,FT,5,185700,USD,185700,US,0,US,M
2023,MI,FT,5,165000,USD,165000,US,0,US,M
2023,SE,FT,34,160000,USD,160000,US,100,US,M
2023,SE,FT,34,130000,USD,130000,US,100,US,M
2023,SE,FT,26,169000,USD,169000,US,0,US,M
2023,SE,FT,26,110600,USD,110600,US,0,US,M
2023,SE,FT,41,193000,USD,193000,US,100,US,M
2023,SE,FT,41,136850,USD,136850,US,100,US,M
2023,SE,FT,68,139500,USD,139500,US,0,US,M
2023,SE,FT,68,109400,USD,109400,US,0,US,M
2023,SE,FT,34,276000,USD,276000,US,100,US,M
2023,SE,FT,34,178500,USD,178500,US,100,US,M
2023,MI,FT,48,55000,EUR,59020,ES,0,ES,M
2023,MI,FT,48,45000,EUR,48289,ES,0,ES,M
2023,MI,FT,34,70000,EUR,75116,SI,100,SI,M
2023,MI,FT,34,45000,EUR,48289,SI,100,SI,M
2023,SE,FT,68,161000,GBP,195652,GB,0,GB,M
2023,SE,FT,68,83300,GBP,101228,GB,0,GB,M
2023,SE,FT,34,112700,GBP,136956,GB,0,GB,M
2023,SE,FT,34,83300,GBP,101228,GB,0,GB,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2022,SE,FT,15,130000,USD,130000,US,100,US,L
2021,MI,FT,45,150000,USD,150000,US,100,US,M
2023,SE,FT,34,163800,USD,163800,US,0,US,M
2023,SE,FT,34,126000,USD,126000,US,0,US,M
2023,SE,FT,78,260000,USD,260000,CA,100,CA,M
2023,SE,FT,78,110000,USD,110000,CA,100,CA,M
2023,SE,FT,5,170000,USD,170000,US,100,US,M
2023,SE,FT,5,130000,USD,130000,US,100,US,M
2023,SE,FT,68,247500,USD,247500,US,0,US,M
2023,SE,FT,68,172200,USD,172200,US,0,US,M
2023,SE,FT,48,239748,USD,239748,US,0,US,M
2023,SE,FT,48,159832,USD,159832,US,0,US,M
2023,SE,FT,68,163800,USD,163800,US,0,US,M
2023,SE,FT,68,126000,USD,126000,US,0,US,M
2023,MI,FT,48,128750,USD,128750,US,0,US,M
2023,MI,FT,48,106250,USD,106250,US,0,US,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,SE,FT,46,299500,USD,299500,US,0,US,M
2023,SE,FT,46,245100,USD,245100,US,0,US,M
2023,MI,FT,30,155000,USD,155000,US,0,US,M
2023,MI,FT,30,140000,USD,140000,US,0,US,M
2023,EX,FT,34,167500,USD,167500,US,0,US,M
2023,EX,FT,34,106500,USD,106500,US,0,US,M
2023,SE,FT,32,188500,USD,188500,US,100,US,M
2023,SE,FT,32,117000,USD,117000,US,100,US,M
2023,SE,FT,26,250000,USD,250000,US,100,US,M
2023,SE,FT,26,138000,USD,138000,US,100,US,M
2023,MI,FT,26,130000,USD,130000,CA,100,CA,M
2023,MI,FT,26,100000,USD,100000,CA,100,CA,M
2023,SE,FT,53,115000,EUR,123405,DE,0,DE,L
2023,SE,FT,34,140000,USD,140000,US,0,US,M
2023,SE,FT,34,120000,USD,120000,US,0,US,M
2023,SE,FT,12,160000,USD,160000,US,0,US,M
2023,SE,FT,12,135000,USD,135000,US,0,US,M
2023,MI,FT,46,104500,USD,104500,US,0,US,M
2023,MI,FT,46,70000,USD,70000,US,0,US,M
2023,MI,FT,43,90000,USD,90000,US,0,US,M
2023,MI,FT,43,70000,USD,70000,US,0,US,M
2023,SE,FT,34,153600,USD,153600,US,100,US,M
2023,SE,FT,34,106800,USD,106800,US,100,US,M
2023,EN,FT,34,125000,USD,125000,US,0,US,M
2023,EN,FT,34,90000,USD,90000,US,0,US,M
2023,MI,FT,90,185000,USD,185000,US,100,US,M
2023,MI,FT,90,125000,USD,125000,US,100,US,M
2023,SE,FT,26,127000,USD,127000,US,100,US,M
2023,SE,FT,26,94000,USD,94000,US,100,US,M
2023,SE,FT,48,210550,USD,210550,US,0,US,M
2023,SE,FT,48,153300,USD,153300,US,0,US,M
2023,MI,FT,48,200000,USD,200000,US,100,US,M
2023,MI,FT,48,150000,USD,150000,US,100,US,M
2023,SE,FT,26,161500,USD,161500,US,100,US,M
2023,SE,FT,26,119500,USD,119500,US,100,US,M
2023,SE,FT,26,175000,USD,175000,US,0,US,M
2023,SE,FT,26,145000,USD,145000,US,0,US,M
2023,SE,FT,48,175000,USD,175000,US,0,US,M
2023,SE,FT,48,148750,USD,148750,US,0,US,M
2023,SE,FT,31,105000,USD,105000,US,0,US,M
2023,SE,FT,31,85000,USD,85000,US,0,US,M
2023,SE,FT,90,215000,USD,215000,US,0,US,M
2023,SE,FT,90,146300,USD,146300,US,0,US,M
2023,EN,FT,2,200000,EUR,214618,DE,100,DE,L
2023,MI,FT,34,72000,USD,72000,MX,100,MX,M
2023,MI,FT,34,60000,USD,60000,MX,100,MX,M
2023,SE,FT,68,153400,USD,153400,US,0,US,M
2023,SE,FT,68,122700,USD,122700,US,0,US,M
2023,MI,FT,34,260000,USD,260000,US,0,US,M
2023,MI,FT,34,175000,USD,175000,US,0,US,M
2023,SE,FT,48,186300,USD,186300,US,100,US,M
2023,SE,FT,48,123900,USD,123900,US,100,US,M
2023,MI,FT,90,340000,USD,340000,US,100,US,M
2023,MI,FT,90,150000,USD,150000,US,100,US,M
2023,SE,FT,68,153400,USD,153400,US,0,US,M
2023,SE,FT,68,122700,USD,122700,US,0,US,M
2023,MI,FT,34,250000,USD,250000,US,0,US,M
2023,MI,FT,34,175000,USD,175000,US,0,US,M
2023,MI,FT,48,60000,EUR,64385,FR,50,FR,M
2023,SE,FT,26,185900,USD,185900,US,0,US,M
2023,SE,FT,26,121700,USD,121700,US,0,US,M
2023,SE,FT,26,153600,USD,153600,US,0,US,M
2023,SE,FT,26,106800,USD,106800,US,0,US,M
2023,SE,FL,91,50000,USD,50000,NG,50,AU,M
2023,EN,FT,26,100000,USD,100000,UZ,100,US,L
2023,SE,FT,68,247500,USD,247500,US,0,US,M
2023,SE,FT,68,172200,USD,172200,US,0,US,M
2023,EX,FT,34,310000,USD,310000,US,100,US,M
2023,EX,FT,34,239000,USD,239000,US,100,US,M
2023,SE,FT,26,125000,USD,125000,US,0,US,M
2023,SE,FT,26,110000,USD,110000,US,0,US,M
2023,EN,FT,26,150000,USD,150000,US,0,US,M
2023,EN,FT,26,100000,USD,100000,US,0,US,M
2023,SE,FT,48,149076,USD,149076,US,0,US,M
2023,SE,FT,48,82365,USD,82365,US,0,US,M
2023,MI,FT,34,146000,USD,146000,US,0,US,M
2023,MI,FT,34,75000,USD,75000,US,0,US,M
2023,SE,FT,68,139500,USD,139500,US,0,US,M
2023,SE,FT,68,109400,USD,109400,US,0,US,M
2023,SE,FT,34,139500,USD,139500,US,0,US,M
2023,SE,FT,34,109400,USD,109400,US,0,US,M
2023,MI,FT,34,149600,USD,149600,US,0,US,M
2023,MI,FT,34,102000,USD,102000,US,0,US,M
2023,MI,FT,26,80000,GBP,97218,GB,0,GB,M
2023,MI,FT,26,40000,GBP,48609,GB,0,GB,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,SE,FT,26,95000,USD,95000,US,0,US,M
2023,SE,FT,26,85500,USD,85500,US,0,US,M
2023,SE,FT,26,185900,USD,185900,US,0,US,M
2023,SE,FT,26,121700,USD,121700,US,0,US,M
2023,EN,FT,90,150000,USD,150000,US,0,US,M
2023,EN,FT,90,100000,USD,100000,US,0,US,M
2023,MI,FT,34,145000,USD,145000,US,0,US,M
2023,MI,FT,34,125000,USD,125000,US,0,US,M
2023,MI,FT,48,150000,USD,150000,US,100,US,M
2023,MI,FT,48,97750,USD,97750,US,100,US,M
2023,SE,FT,48,201000,USD,201000,US,0,US,M
2023,SE,FT,48,122000,USD,122000,US,0,US,M
2023,SE,FT,34,252000,USD,252000,US,0,US,M
2023,SE,FT,34,129000,USD,129000,US,0,US,M
2023,SE,FT,26,120000,USD,120000,US,100,US,M
2023,SE,FT,26,75000,USD,75000,US,100,US,M
2023,MI,FT,48,116990,USD,116990,US,100,US,M
2023,MI,FT,48,82920,USD,82920,US,100,US,M
2023,SE,FT,48,185900,USD,185900,US,0,US,M
2023,SE,FT,48,129300,USD,129300,US,0,US,M
2023,MI,FT,73,200000,USD,200000,US,0,US,S
2023,MI,FT,73,125000,USD,125000,US,0,US,S
2023,SE,FT,48,201000,USD,201000,US,0,US,M
2023,SE,FT,48,122000,USD,122000,US,0,US,M
2023,SE,FT,68,204500,USD,204500,US,0,US,M
2023,SE,FT,68,142200,USD,142200,US,0,US,M
2023,SE,FT,38,155000,USD,155000,US,0,US,M
2023,SE,FT,38,140000,USD,140000,US,0,US,M
2023,MI,FT,69,205920,USD,205920,US,0,US,M
2023,MI,FT,69,171600,USD,171600,US,0,US,M
2023,SE,FT,34,121500,USD,121500,US,100,US,M
2023,SE,FT,34,78000,USD,78000,US,100,US,M
2023,MI,FT,34,154000,USD,154000,US,0,US,M
2023,MI,FT,34,116000,USD,116000,US,0,US,M
2023,SE,FT,48,190000,USD,190000,US,0,US,M
2023,SE,FT,48,136000,USD,136000,US,0,US,M
2023,MI,FT,26,65000,GBP,78990,GB,100,GB,M
2023,MI,FT,26,36050,GBP,43809,GB,100,GB,M
2023,SE,FT,26,180000,USD,180000,US,0,US,M
2023,SE,FT,26,110000,USD,110000,US,0,US,M
2023,SE,FT,48,275300,USD,275300,US,100,US,M
2023,SE,FT,48,183000,USD,183000,US,100,US,M
2023,SE,FT,34,170000,USD,170000,US,0,US,M
2023,SE,FT,34,140000,USD,140000,US,0,US,M
2023,SE,FT,34,154000,USD,154000,US,0,US,M
2023,SE,FT,34,116000,USD,116000,US,0,US,M
2023,SE,FT,34,160000,USD,160000,US,100,US,M
2023,SE,FT,34,130000,USD,130000,US,100,US,M
2023,MI,FT,34,200000,USD,200000,US,0,US,M
2023,MI,FT,34,120000,USD,120000,US,0,US,M
2023,SE,FT,48,175000,USD,175000,US,100,US,M
2023,SE,FT,48,160000,USD,160000,US,100,US,M
2023,MI,FT,34,105000,GBP,127599,GB,0,GB,M
2023,MI,FT,34,85000,GBP,103294,GB,0,GB,M
2023,SE,FT,34,153600,USD,153600,US,0,US,M
2023,SE,FT,34,106800,USD,106800,US,0,US,M
2023,EN,FT,26,85000,USD,85000,US,100,US,M
2023,EN,FT,26,75000,USD,75000,US,100,US,M
2023,SE,FT,48,225000,USD,225000,US,0,US,M
2023,SE,FT,48,156400,USD,156400,US,0,US,M
2023,SE,FT,5,150000,USD,150000,US,0,US,M
2023,SE,FT,5,120000,USD,120000,US,0,US,M
2023,SE,FT,68,163800,USD,163800,US,0,US,M
2023,SE,FT,68,126000,USD,126000,US,0,US,M
2023,SE,FT,26,145000,USD,145000,US,100,US,M
2023,SE,FT,26,90000,USD,90000,US,100,US,M
2023,SE,FT,68,204500,USD,204500,US,0,US,M
2023,SE,FT,68,142200,USD,142200,US,0,US,M
2023,SE,FT,26,95000,USD,95000,US,0,US,M
2023,SE,FT,26,85500,USD,85500,US,0,US,M
2023,SE,FT,34,167500,USD,167500,US,0,US,M
2023,SE,FT,34,106500,USD,106500,US,0,US,M
2023,SE,FT,34,163800,USD,163800,US,0,US,M
2023,SE,FT,34,126000,USD,126000,US,0,US,M
2023,MI,FT,30,155000,USD,155000,US,0,US,M
2023,MI,FT,30,140000,USD,140000,US,0,US,M
2023,SE,FT,90,250000,USD,250000,US,0,US,M
2023,SE,FT,90,200000,USD,200000,US,0,US,M
2023,SE,FT,48,260000,USD,260000,US,0,US,M
2023,SE,FT,48,186000,USD,186000,US,0,US,M
2023,SE,FT,34,160000,USD,160000,US,100,US,M
2023,SE,FT,34,130000,USD,130000,US,100,US,M
2023,SE,FT,90,200000,USD,200000,US,0,US,M
2023,SE,FT,90,150000,USD,150000,US,0,US,M
2023,SE,FT,48,45000,EUR,48289,ES,0,ES,M
2023,SE,FT,48,36000,EUR,38631,ES,0,ES,M
2023,SE,FT,48,150000,USD,150000,US,0,US,M
2023,SE,FT,48,120000,USD,120000,US,0,US,M
2023,EN,FT,26,30000,USD,30000,IN,50,IN,M
2023,MI,FT,90,185000,USD,185000,US,0,US,M
2023,MI,FT,90,125000,USD,125000,US,0,US,M
2022,EN,PT,26,34320,USD,34320,US,100,US,S
2022,MI,FT,18,48000,BRL,9289,BR,100,BR,M
2023,SE,FT,59,70000,EUR,75116,PT,100,PT,L
2022,EX,FT,46,106000,USD,106000,UZ,0,RU,L
2023,SE,FT,26,175000,USD,175000,US,100,US,M
2023,SE,FT,26,130000,USD,130000,US,100,US,M
2023,SE,FT,26,122000,USD,122000,US,100,US,M
2023,SE,FT,26,93800,USD,93800,US,100,US,M
